total_quantity,total_revenue,date,hour,product
5,363.1,2013-03-09,15,pens
3,63.63,2013-03-09,2,printer paper
1,7.2,2013-03-10,18,envelopes
3,76.92,2013-03-10,18,notepad
4,509.72,2013-03-11,19,backpack
6,124.56,2013-03-11,19,binder
12,139.02,2013-03-11,19,envelopes
4,4318.32,2013-03-11,19,laptop
11,245.05,2013-03-11,19,notepad
6,356.8,2013-03-11,19,pens
7,107.09,2013-03-12,15,binder
7,98.76,2013-03-12,15,envelopes
13,185.0,2013-03-12,9,envelopes
1,804.41,2013-03-12,15,laptop
1,11.23,2013-03-12,9,notepad
2,26.51,2013-03-12,15,notepad
2,15.62,2013-03-12,15,pens
3,110.28,2013-03-12,15,printer paper
4,396.68,2013-03-13,10,backpack
12,318.66,2013-03-13,10,binder
11,111.86,2013-03-13,10,envelopes
4,5168.68,2013-03-13,10,laptop
8,237.57,2013-03-13,10,notepad
2,16.84,2013-03-13,10,pens
8,322.88,2013-03-13,10,printer paper
4,450.24,2013-03-14,6,backpack
7,204.68,2013-03-14,6,binder
4,38.8,2013-03-14,6,envelopes
5,136.4,2013-03-14,6,notepad
3,104.22,2013-03-14,6,pens
8,218.08,2013-03-14,6,printer paper
16,275.06,2013-03-15,23,binder
9,71.82,2013-03-15,23,envelopes
8,74.16,2013-03-15,17,envelopes
10,101.1,2013-03-15,8,envelopes
4,5067.68,2013-03-15,23,laptop
6,131.06,2013-03-15,23,notepad
1,37.73,2013-03-15,17,pens
1,8.51,2013-03-15,23,pens
3,167.55,2013-03-15,8,pens
10,440.8,2013-03-15,8,printer paper
3,257.7,2013-03-16,11,backpack
14,309.84,2013-03-16,11,binder
13,243.87,2013-03-16,1,envelopes
14,199.02,2013-03-16,11,envelopes
2,810.68,2013-03-16,11,laptop
5,152.02,2013-03-16,11,notepad
6,142.86,2013-03-16,1,notepad
1,78.65,2013-03-16,11,pens
14,729.13,2013-03-16,1,pens
12,228.6,2013-03-16,1,printer paper
2,94.54,2013-03-16,11,printer paper
5,484.95,2013-03-17,17,backpack
10,233.07,2013-03-17,17,binder
10,237.4,2013-03-17,17,envelopes
1,495.76,2013-03-17,14,laptop
6,98.34,2013-03-17,17,notepad
3,214.65,2013-03-17,17,pens
10,229.8,2013-03-17,17,printer paper
1,167.3,2013-03-18,7,backpack
4,183.84,2013-03-18,22,backpack
16,343.26,2013-03-18,22,binder
5,90.85,2013-03-18,7,binder
2,59.88,2013-03-18,17,binder
8,128.48,2013-03-18,22,envelopes
3,32.13,2013-03-18,7,envelopes
10,153.6,2013-03-18,9,envelopes
4,6074.6,2013-03-18,9,laptop
5,3443.35,2013-03-18,20,laptop
1,1282.59,2013-03-18,7,laptop
5,6623.15,2013-03-18,17,laptop
4,111.32,2013-03-18,17,notepad
5,62.63,2013-03-18,7,notepad
1,23.54,2013-03-18,22,notepad
4,52.74,2013-03-18,9,notepad
3,114.96,2013-03-18,9,pens
4,218.0,2013-03-18,7,pens
2,104.08,2013-03-18,17,pens
1,46.49,2013-03-18,22,pens
2,29.0,2013-03-18,9,printer paper
6,269.82,2013-03-18,7,printer paper
2,37.9,2013-03-18,22,printer paper
1,69.39,2013-03-19,15,backpack
7,139.77,2013-03-19,4,binder
7,123.9,2013-03-19,15,binder
2,38.58,2013-03-19,15,envelopes
11,189.12,2013-03-19,4,envelopes
1,1223.74,2013-03-19,15,laptop
6,120.53,2013-03-19,4,notepad
2,67.1,2013-03-19,15,notepad
8,325.84,2013-03-19,4,pens
2,38.22,2013-03-19,15,pens
4,596.36,2013-03-20,16,backpack
1,148.77,2013-03-20,18,backpack
5,959.65,2013-03-20,3,backpack
6,94.3,2013-03-20,16,binder
6,110.34,2013-03-20,10,binder
8,171.84,2013-03-20,16,envelopes
15,316.26,2013-03-20,20,envelopes
1,898.84,2013-03-20,16,laptop
5,5890.8,2013-03-20,3,laptop
3,3426.69,2013-03-20,20,laptop
3,89.88,2013-03-20,10,notepad
1,5.0,2013-03-20,6,notepad
12,331.53,2013-03-20,16,notepad
5,158.3,2013-03-20,3,notepad
1,7.49,2013-03-20,16,pens
2,90.26,2013-03-20,20,pens
4,292.24,2013-03-20,3,pens
3,128.22,2013-03-20,18,printer paper
7,145.67,2013-03-20,3,printer paper
2,29.2,2013-03-20,16,printer paper
9,181.08,2013-03-21,16,binder
1,6.86,2013-03-21,16,envelopes
3,3847.47,2013-03-21,16,laptop
5,56.3,2013-03-21,17,notepad
4,65.28,2013-03-21,17,pens
1,37.92,2013-03-21,16,pens
5,585.05,2013-03-22,13,backpack
1,18.89,2013-03-22,14,binder
2,40.92,2013-03-22,13,binder
1,25.79,2013-03-22,13,notepad
6,381.31,2013-03-22,13,pens
2,342.14,2013-03-23,12,backpack
15,228.35,2013-03-23,12,envelopes
5,4719.5,2013-03-23,12,laptop
1,38.7,2013-03-23,16,notepad
5,170.45,2013-03-23,12,notepad
5,202.48,2013-03-23,12,pens
4,184.12,2013-03-23,16,pens
3,388.2,2013-03-24,11,backpack
8,198.0,2013-03-24,11,binder
9,112.14,2013-03-24,20,binder
10,179.5,2013-03-24,11,envelopes
3,2152.38,2013-03-24,11,laptop
5,4557.4,2013-03-24,12,laptop
4,156.28,2013-03-24,20,notepad
5,146.28,2013-03-24,11,notepad
3,227.37,2013-03-24,20,pens
6,237.31,2013-03-24,11,pens
3,115.2,2013-03-24,20,printer paper
2,373.78,2013-03-25,4,backpack
2,36.12,2013-03-25,4,binder
2,18.24,2013-03-25,16,envelopes
5,54.8,2013-03-25,4,envelopes
1,1127.3,2013-03-25,16,laptop
2,16.38,2013-03-25,4,notepad
3,62.79,2013-03-25,16,notepad
1,38.26,2013-03-25,16,pens
1,47.42,2013-03-25,4,pens
4,46.76,2013-03-25,16,printer paper
2,234.68,2013-03-26,17,backpack
16,182.88,2013-03-26,17,binder
7,81.9,2013-03-26,22,binder
2,2090.02,2013-03-26,17,laptop
5,43.55,2013-03-26,22,notepad
10,648.15,2013-03-26,22,pens
5,627.45,2013-03-27,12,backpack
2,43.42,2013-03-27,12,binder
10,170.9,2013-03-27,12,envelopes
9,203.06,2013-03-27,12,notepad
8,486.59,2013-03-27,12,pens
10,471.7,2013-03-27,12,printer paper
4,605.24,2013-03-28,9,backpack
8,224.0,2013-03-28,21,binder
1,29.72,2013-03-28,20,binder
6,92.64,2013-03-28,9,binder
6,50.4,2013-03-28,20,envelopes
7,67.83,2013-03-28,21,envelopes
2,29.19,2013-03-28,9,envelopes
4,77.36,2013-03-28,20,notepad
10,111.38,2013-03-28,9,notepad
4,85.12,2013-03-28,21,notepad
1,69.94,2013-03-28,21,pens
8,222.16,2013-03-28,20,printer paper
7,161.42,2013-03-29,13,binder
4,111.6,2013-03-29,20,binder
9,75.6,2013-03-29,13,envelopes
3,1906.89,2013-03-29,20,laptop
5,46.8,2013-03-29,20,notepad
2,159.16,2013-03-29,13,pens
10,236.5,2013-03-29,20,printer paper
2,398.58,2013-03-30,3,backpack
8,154.48,2013-03-30,21,binder
18,361.02,2013-03-30,21,envelopes
5,263.5,2013-03-30,3,pens
7,295.16,2013-03-30,21,pens
12,270.52,2013-03-31,20,binder
9,211.05,2013-03-31,2,binder
13,235.92,2013-03-31,20,envelopes
5,107.85,2013-03-31,2,envelopes
5,7484.95,2013-03-31,2,laptop
4,3099.36,2013-03-31,20,laptop
7,114.88,2013-03-31,2,notepad
3,27.92,2013-03-31,20,notepad
7,152.51,2013-03-31,20,pens
3,93.24,2013-03-31,2,pens
1,16.88,2013-03-31,2,printer paper
6,129.24,2013-03-31,20,printer paper
2,121.6,2013-04-01,2,backpack
10,150.98,2013-04-01,16,binder
8,208.4,2013-04-01,2,binder
6,110.1,2013-04-01,13,binder
13,221.5,2013-04-01,13,envelopes
2,34.24,2013-04-01,2,envelopes
3,54.51,2013-04-01,16,envelopes
3,1707.96,2013-04-01,2,laptop
4,2809.24,2013-04-01,16,laptop
1,30.95,2013-04-01,2,notepad
7,151.09,2013-04-01,13,notepad
1,21.54,2013-04-01,16,pens
4,263.9,2013-04-01,2,pens
9,282.33,2013-04-01,13,printer paper
4,43.76,2013-04-01,2,printer paper
2,266.58,2013-04-02,5,backpack
15,355.6,2013-04-02,12,binder
7,99.38,2013-04-02,12,envelopes
4,47.56,2013-04-02,5,envelopes
3,36.15,2013-04-02,5,notepad
10,236.35,2013-04-02,12,notepad
1,20.54,2013-04-02,12,pens
1,58.07,2013-04-02,5,pens
2,29.06,2013-04-02,12,printer paper
3,195.54,2013-04-03,13,backpack
5,298.55,2013-04-03,4,backpack
2,203.74,2013-04-03,11,backpack
17,322.93,2013-04-03,13,binder
7,127.84,2013-04-03,4,binder
8,166.64,2013-04-03,4,envelopes
1,1201.66,2013-04-03,4,laptop
5,5121.4,2013-04-03,13,laptop
1,16.81,2013-04-03,5,notepad
14,449.45,2013-04-03,13,notepad
6,171.26,2013-04-03,4,notepad
3,101.37,2013-04-03,11,notepad
5,252.55,2013-04-03,13,pens
2,59.3,2013-04-03,4,pens
3,124.56,2013-04-03,4,printer paper
2,85.06,2013-04-03,13,printer paper
10,398.1,2013-04-03,5,printer paper
3,404.73,2013-04-04,5,backpack
2,42.44,2013-04-04,5,binder
12,196.44,2013-04-04,13,binder
9,91.15,2013-04-04,13,envelopes
8,118.96,2013-04-04,5,envelopes
4,1627.44,2013-04-04,5,laptop
5,6115.95,2013-04-04,13,laptop
10,331.84,2013-04-04,13,notepad
12,371.6,2013-04-04,5,notepad
3,112.95,2013-04-04,5,pens
5,31.75,2013-04-04,13,pens
2,90.28,2013-04-04,5,printer paper
6,218.04,2013-04-04,13,printer paper
4,444.68,2013-04-05,18,backpack
1,10.76,2013-04-05,22,binder
6,70.2,2013-04-05,18,binder
6,152.52,2013-04-05,4,binder
3,56.55,2013-04-05,4,envelopes
7,171.99,2013-04-05,11,envelopes
6,176.88,2013-04-05,18,notepad
5,128.96,2013-04-05,4,notepad
4,191.4,2013-04-05,11,pens
4,161.84,2013-04-05,18,pens
4,25.12,2013-04-05,4,pens
2,124.76,2013-04-06,8,backpack
11,172.79,2013-04-06,6,binder
3,65.91,2013-04-06,6,envelopes
1,1596.97,2013-04-06,8,laptop
3,1378.53,2013-04-06,6,laptop
8,159.3,2013-04-06,6,notepad
3,103.56,2013-04-06,8,notepad
5,373.77,2013-04-06,6,pens
3,49.71,2013-04-06,6,printer paper
3,529.77,2013-04-07,15,backpack
3,337.14,2013-04-07,1,backpack
8,119.46,2013-04-07,14,binder
14,352.84,2013-04-07,1,binder
6,100.98,2013-04-07,15,binder
10,239.5,2013-04-07,15,envelopes
9,205.95,2013-04-07,1,envelopes
8,182.8,2013-04-07,14,envelopes
2,1426.08,2013-04-07,1,laptop
7,199.14,2013-04-07,14,notepad
4,78.87,2013-04-07,1,notepad
5,88.7,2013-04-07,1,pens
5,337.95,2013-04-07,14,pens
9,285.57,2013-04-07,1,printer paper
5,638.7,2013-04-08,10,backpack
1,108.58,2013-04-08,0,backpack
2,37.02,2013-04-08,10,binder
6,102.3,2013-04-08,0,binder
5,92.0,2013-04-08,21,binder
3,69.39,2013-04-08,23,binder
2,28.78,2013-04-08,10,envelopes
7,132.93,2013-04-08,0,envelopes
1,1478.16,2013-04-08,10,laptop
1,784.97,2013-04-08,23,laptop
3,4673.97,2013-04-08,0,laptop
6,107.11,2013-04-08,0,notepad
5,78.15,2013-04-08,5,notepad
5,168.8,2013-04-08,23,notepad
3,81.63,2013-04-08,10,notepad
9,269.04,2013-04-08,21,notepad
6,348.24,2013-04-08,21,pens
6,380.08,2013-04-08,0,pens
3,150.27,2013-04-08,10,pens
2,82.38,2013-04-08,23,pens
8,368.0,2013-04-08,0,printer paper
3,43.44,2013-04-08,23,printer paper
8,108.32,2013-04-10,22,binder
12,259.5,2013-04-10,8,binder
13,235.18,2013-04-10,12,binder
8,120.24,2013-04-10,8,envelopes
3,2346.78,2013-04-10,12,laptop
1,36.27,2013-04-10,12,notepad
5,98.8,2013-04-10,22,notepad
5,340.55,2013-04-10,8,pens
4,324.2,2013-04-11,0,backpack
5,89.35,2013-04-11,0,binder
1,20.72,2013-04-11,18,binder
10,216.4,2013-04-11,0,envelopes
5,6729.35,2013-04-11,0,laptop
4,1860.76,2013-04-11,18,laptop
13,208.16,2013-04-11,0,notepad
1,8.17,2013-04-11,18,notepad
4,152.24,2013-04-11,18,pens
4,104.28,2013-04-11,0,pens
6,218.82,2013-04-11,0,printer paper
18,376.2,2013-04-12,22,binder
7,125.58,2013-04-12,22,envelopes
9,144.83,2013-04-12,13,envelopes
3,3330.12,2013-04-12,22,laptop
1,1219.27,2013-04-12,13,laptop
8,198.51,2013-04-12,13,notepad
6,364.25,2013-04-12,13,pens
1,18.24,2013-04-12,13,printer paper
5,266.6,2013-04-13,0,backpack
5,627.9,2013-04-13,20,backpack
9,188.28,2013-04-13,20,binder
6,90.54,2013-04-13,22,binder
14,261.93,2013-04-13,0,binder
10,120.1,2013-04-13,9,envelopes
8,97.8,2013-04-13,0,envelopes
3,3007.23,2013-04-13,9,laptop
5,133.54,2013-04-13,22,notepad
4,27.36,2013-04-13,0,notepad
5,29.64,2013-04-13,20,notepad
2,52.84,2013-04-13,20,pens
7,454.13,2013-04-13,0,pens
5,193.15,2013-04-13,22,printer paper
8,152.88,2013-04-13,20,printer paper
3,592.65,2013-04-14,0,backpack
2,117.92,2013-04-14,5,backpack
4,509.56,2013-04-14,16,backpack
2,27.92,2013-04-14,16,binder
6,102.12,2013-04-14,9,binder
9,238.07,2013-04-14,0,binder
11,133.88,2013-04-14,17,binder
8,136.56,2013-04-14,5,binder
11,126.68,2013-04-14,17,envelopes
4,48.48,2013-04-14,0,envelopes
7,140.7,2013-04-14,9,envelopes
4,4306.24,2013-04-14,0,laptop
4,4752.72,2013-04-14,15,laptop
4,2840.28,2013-04-14,17,laptop
1,1500.39,2013-04-14,16,laptop
9,176.57,2013-04-14,9,notepad
9,147.07,2013-04-14,5,notepad
9,257.51,2013-04-14,0,notepad
4,96.72,2013-04-14,17,notepad
7,207.73,2013-04-14,16,notepad
6,266.19,2013-04-14,16,pens
5,308.85,2013-04-14,17,pens
9,299.97,2013-04-14,17,printer paper
7,280.7,2013-04-14,0,printer paper
7,154.84,2013-04-14,16,printer paper
4,288.2,2013-04-15,8,backpack
10,255.5,2013-04-15,18,binder
4,101.8,2013-04-15,8,binder
4,33.28,2013-04-15,8,envelopes
2,24.44,2013-04-15,18,envelopes
3,71.49,2013-04-15,8,notepad
3,171.83,2013-04-15,18,pens
5,128.55,2013-04-15,8,pens
5,153.4,2013-04-15,22,printer paper
10,125.4,2013-04-16,21,binder
2,56.74,2013-04-16,2,binder
7,120.47,2013-04-16,17,envelopes
5,123.95,2013-04-16,5,envelopes
5,7104.05,2013-04-16,21,laptop
11,126.16,2013-04-16,17,notepad
6,83.78,2013-04-16,5,notepad
1,36.83,2013-04-16,0,notepad
1,34.65,2013-04-16,2,notepad
3,103.02,2013-04-16,21,notepad
6,271.66,2013-04-16,5,pens
5,175.3,2013-04-16,17,pens
4,166.68,2013-04-16,5,printer paper
5,931.45,2013-04-17,2,backpack
4,379.52,2013-04-17,11,backpack
7,199.22,2013-04-17,2,binder
6,48.6,2013-04-17,2,envelopes
2,30.38,2013-04-17,11,notepad
14,249.49,2013-04-17,2,notepad
1,17.53,2013-04-17,2,pens
2,19.26,2013-04-17,3,pens
3,125.49,2013-04-17,11,printer paper
1,196.81,2013-04-18,8,backpack
4,71.32,2013-04-18,22,binder
10,247.6,2013-04-18,8,envelopes
5,2566.0,2013-04-18,22,laptop
4,3950.08,2013-04-18,8,laptop
4,141.53,2013-04-18,8,notepad
10,395.0,2013-04-18,22,printer paper
6,99.29,2013-04-19,1,notepad
3,106.68,2013-04-19,1,pens
8,341.76,2013-04-19,1,printer paper
3,366.0,2013-04-20,1,backpack
4,182.0,2013-04-20,20,backpack
1,16.7,2013-04-20,20,binder
5,67.78,2013-04-20,20,envelopes
4,20.44,2013-04-20,1,notepad
6,161.3,2013-04-20,20,notepad
1,78.89,2013-04-20,1,pens
10,301.65,2013-04-20,20,pens
1,29.68,2013-04-20,1,printer paper
5,870.65,2013-04-22,11,backpack
3,498.9,2013-04-22,18,backpack
4,90.48,2013-04-22,18,binder
10,158.2,2013-04-22,11,binder
11,165.56,2013-04-22,11,envelopes
7,167.65,2013-04-22,18,envelopes
1,774.72,2013-04-22,11,laptop
7,241.77,2013-04-22,11,notepad
9,225.47,2013-04-22,18,notepad
7,370.5,2013-04-22,18,pens
6,61.38,2013-04-22,11,printer paper
3,2328.06,2013-04-23,1,laptop
3,4297.32,2013-04-23,20,laptop
2,40.84,2013-04-23,20,notepad
1,44.47,2013-04-23,1,printer paper
1,35.9,2013-04-23,20,printer paper
4,257.16,2013-04-24,22,backpack
4,456.56,2013-04-24,15,backpack
7,144.62,2013-04-24,15,binder
5,90.65,2013-04-24,22,binder
14,211.06,2013-04-24,15,envelopes
13,180.41,2013-04-24,22,envelopes
2,2184.68,2013-04-24,22,laptop
1,568.46,2013-04-24,15,laptop
6,170.3,2013-04-24,22,notepad
8,239.59,2013-04-24,15,notepad
1,9.66,2013-04-24,22,pens
2,121.62,2013-04-24,15,pens
4,175.92,2013-04-24,15,printer paper
5,354.8,2013-04-25,7,backpack
6,152.82,2013-04-25,21,binder
7,112.56,2013-04-25,7,binder
8,109.46,2013-04-25,21,envelopes
5,2172.15,2013-04-25,7,laptop
5,190.15,2013-04-25,7,notepad
5,132.51,2013-04-25,7,pens
3,60.3,2013-04-25,21,pens
4,277.6,2013-04-26,10,backpack
4,79.64,2013-04-26,15,binder
16,365.64,2013-04-26,10,binder
1,15.32,2013-04-26,8,envelopes
2,39.24,2013-04-26,10,envelopes
1,31.0,2013-04-26,8,notepad
6,103.5,2013-04-26,10,notepad
3,118.88,2013-04-26,8,pens
8,417.26,2013-04-26,10,pens
2,97.06,2013-04-26,15,pens
6,99.0,2013-04-26,8,printer paper
2,74.9,2013-04-26,10,printer paper
5,74.82,2013-04-27,0,binder
7,176.64,2013-04-27,0,notepad
4,160.8,2013-04-27,0,pens
6,111.6,2013-04-27,0,printer paper
2,146.48,2013-04-28,7,backpack
2,90.44,2013-04-28,17,backpack
2,42.56,2013-04-28,17,binder
2,24.88,2013-04-28,2,binder
19,423.37,2013-04-28,19,binder
9,243.99,2013-04-28,7,binder
3,34.77,2013-04-28,2,envelopes
14,274.14,2013-04-28,17,envelopes
3,30.76,2013-04-28,19,envelopes
5,73.35,2013-04-28,7,envelopes
4,24.16,2013-04-28,13,envelopes
3,2970.3,2013-04-28,7,laptop
3,3680.4,2013-04-28,2,laptop
2,2722.64,2013-04-28,19,laptop
5,58.91,2013-04-28,19,notepad
3,74.76,2013-04-28,7,notepad
6,141.65,2013-04-28,17,notepad
5,113.95,2013-04-28,13,notepad
9,296.12,2013-04-28,2,notepad
8,218.12,2013-04-28,13,pens
5,180.7,2013-04-28,19,pens
6,233.97,2013-04-28,7,pens
5,76.06,2013-04-28,17,pens
2,66.18,2013-04-28,2,pens
3,86.79,2013-04-28,19,printer paper
2,41.44,2013-04-28,7,printer paper
5,77.7,2013-04-28,17,printer paper
1,62.32,2013-04-29,9,backpack
4,642.12,2013-04-29,21,backpack
4,593.44,2013-04-29,12,backpack
1,19.47,2013-04-29,12,binder
11,250.5,2013-04-29,21,binder
17,288.28,2013-04-29,9,binder
5,115.85,2013-04-29,9,envelopes
4,66.23,2013-04-29,21,envelopes
4,5394.52,2013-04-29,21,laptop
1,573.86,2013-04-29,12,laptop
9,259.59,2013-04-29,21,notepad
1,30.47,2013-04-29,12,notepad
4,108.29,2013-04-29,9,pens
3,26.52,2013-04-29,12,pens
10,291.3,2013-04-29,21,pens
3,131.37,2013-04-29,12,printer paper
5,833.5,2013-04-30,18,backpack
1,137.93,2013-04-30,7,backpack
1,59.83,2013-04-30,20,backpack
3,436.53,2013-04-30,17,backpack
2,160.96,2013-04-30,3,backpack
2,254.9,2013-04-30,15,backpack
5,139.9,2013-04-30,0,binder
2,22.7,2013-04-30,17,binder
5,89.25,2013-04-30,18,binder
3,64.65,2013-04-30,15,binder
1,26.6,2013-04-30,20,binder
3,30.78,2013-04-30,3,binder
5,102.55,2013-04-30,7,binder
9,144.11,2013-04-30,17,envelopes
7,114.45,2013-04-30,18,envelopes
8,138.0,2013-04-30,20,envelopes
2,3134.6,2013-04-30,17,laptop
5,2890.9,2013-04-30,0,laptop
3,64.08,2013-04-30,0,notepad
3,114.15,2013-04-30,20,notepad
2,50.66,2013-04-30,3,notepad
7,141.37,2013-04-30,17,notepad
6,256.29,2013-04-30,17,pens
2,157.1,2013-04-30,20,pens
4,22.12,2013-04-30,15,pens
6,151.32,2013-04-30,3,printer paper
1,19.94,2013-04-30,17,printer paper
5,489.9,2013-05-01,23,backpack
3,56.94,2013-05-01,13,binder
9,225.09,2013-05-01,23,binder
10,212.4,2013-05-01,23,envelopes
13,122.17,2013-05-01,13,envelopes
3,3084.63,2013-05-01,23,laptop
3,1999.47,2013-05-01,13,laptop
11,127.5,2013-05-01,13,notepad
7,375.37,2013-05-01,13,pens
6,231.96,2013-05-01,13,printer paper
5,315.2,2013-05-02,6,backpack
4,42.24,2013-05-02,6,binder
2,14.74,2013-05-02,6,envelopes
1,428.76,2013-05-02,6,laptop
4,32.68,2013-05-02,20,notepad
7,168.26,2013-05-02,6,notepad
1,183.31,2013-05-03,8,backpack
3,266.22,2013-05-04,23,backpack
1,143.3,2013-05-04,1,backpack
4,119.28,2013-05-04,19,binder
7,101.85,2013-05-04,23,binder
9,218.7,2013-05-04,23,envelopes
3,70.62,2013-05-04,19,envelopes
3,4161.42,2013-05-04,19,laptop
3,1869.42,2013-05-04,1,laptop
1,37.6,2013-05-04,1,notepad
5,194.65,2013-05-04,19,notepad
5,84.08,2013-05-04,23,notepad
2,75.02,2013-05-04,23,pens
2,392.14,2013-05-05,16,backpack
2,326.1,2013-05-05,4,backpack
2,271.68,2013-05-05,13,backpack
4,395.64,2013-05-05,21,backpack
1,11.98,2013-05-05,17,binder
13,192.15,2013-05-05,4,binder
6,96.06,2013-05-05,19,binder
17,249.79,2013-05-05,21,binder
1,29.35,2013-05-05,13,binder
6,85.66,2013-05-05,16,binder
11,206.62,2013-05-05,16,envelopes
3,31.53,2013-05-05,13,envelopes
4,63.6,2013-05-05,21,envelopes
20,361.1,2013-05-05,19,envelopes
4,1912.64,2013-05-05,16,laptop
4,5910.96,2013-05-05,13,laptop
2,2497.4,2013-05-05,4,laptop
5,3894.2,2013-05-05,19,laptop
9,161.83,2013-05-05,16,notepad
10,209.98,2013-05-05,4,notepad
22,449.86,2013-05-05,19,notepad
7,233.11,2013-05-05,13,notepad
5,170.49,2013-05-05,21,notepad
4,231.96,2013-05-05,21,pens
3,70.57,2013-05-05,13,pens
4,114.53,2013-05-05,19,pens
10,350.2,2013-05-05,17,printer paper
9,428.04,2013-05-05,4,printer paper
2,21.62,2013-05-05,16,printer paper
2,89.38,2013-05-05,19,printer paper
10,308.2,2013-05-05,13,printer paper
8,112.4,2013-05-05,21,printer paper
1,184.54,2013-05-06,1,backpack
4,366.12,2013-05-06,14,backpack
5,456.75,2013-05-06,18,backpack
14,230.62,2013-05-06,18,binder
9,141.57,2013-05-06,14,binder
2,33.42,2013-05-06,2,binder
9,71.04,2013-05-06,20,envelopes
7,52.92,2013-05-06,2,envelopes
19,263.45,2013-05-06,18,envelopes
3,58.77,2013-05-06,14,envelopes
2,1651.48,2013-05-06,18,laptop
4,2142.24,2013-05-06,2,laptop
8,152.45,2013-05-06,18,notepad
3,29.82,2013-05-06,14,notepad
2,48.1,2013-05-06,1,notepad
7,181.0,2013-05-06,20,pens
5,164.0,2013-05-06,1,pens
7,418.1,2013-05-06,18,pens
3,70.75,2013-05-06,14,pens
3,17.49,2013-05-06,2,pens
5,77.4,2013-05-06,14,printer paper
6,257.58,2013-05-06,20,printer paper
1,93.75,2013-05-07,5,backpack
2,47.86,2013-05-07,19,binder
2,41.82,2013-05-07,19,envelopes
5,85.5,2013-05-07,5,notepad
2,16.52,2013-05-07,19,notepad
1,70.37,2013-05-07,19,pens
4,194.2,2013-05-08,23,backpack
4,543.84,2013-05-08,15,backpack
2,44.34,2013-05-08,4,binder
10,226.7,2013-05-08,23,binder
4,81.24,2013-05-08,23,envelopes
3,84.51,2013-05-08,15,notepad
4,93.6,2013-05-08,4,notepad
5,90.31,2013-05-08,23,notepad
2,68.28,2013-05-08,4,pens
6,322.12,2013-05-08,23,pens
3,165.45,2013-05-08,15,pens
8,114.0,2013-05-08,15,printer paper
8,103.92,2013-05-08,23,printer paper
2,203.18,2013-05-10,4,backpack
15,333.33,2013-05-10,4,binder
6,96.6,2013-05-10,1,binder
14,180.34,2013-05-10,4,envelopes
8,180.03,2013-05-10,4,notepad
3,64.17,2013-05-10,1,notepad
8,108.16,2013-05-10,4,printer paper
9,200.79,2013-05-10,20,printer paper
1,72.79,2013-05-11,1,backpack
7,99.68,2013-05-11,1,binder
21,417.57,2013-05-11,10,binder
4,27.52,2013-05-11,10,envelopes
10,109.3,2013-05-11,1,envelopes
2,1513.08,2013-05-11,10,laptop
5,5211.4,2013-05-11,1,laptop
5,134.65,2013-05-11,10,notepad
9,157.39,2013-05-11,1,notepad
8,281.01,2013-05-11,10,pens
5,284.55,2013-05-11,1,pens
2,24.08,2013-05-11,10,printer paper
5,757.8,2013-05-12,20,backpack
3,576.3,2013-05-12,22,backpack
2,45.28,2013-05-12,7,binder
3,88.23,2013-05-12,22,binder
2,27.82,2013-05-12,20,binder
20,197.95,2013-05-12,22,envelopes
1,805.81,2013-05-12,20,laptop
4,6052.48,2013-05-12,22,laptop
12,229.86,2013-05-12,22,notepad
7,138.68,2013-05-12,20,notepad
12,465.38,2013-05-12,22,pens
9,364.68,2013-05-12,22,printer paper
3,239.58,2013-05-13,4,backpack
5,381.45,2013-05-13,19,backpack
28,624.36,2013-05-13,19,binder
20,319.5,2013-05-13,19,envelopes
2,17.79,2013-05-13,4,envelopes
10,204.8,2013-05-13,22,envelopes
1,1511.06,2013-05-13,19,laptop
4,3093.48,2013-05-13,4,laptop
6,218.74,2013-05-13,4,notepad
5,96.81,2013-05-13,19,notepad
8,350.0,2013-05-13,19,pens
2,68.94,2013-05-13,19,printer paper
5,966.5,2013-05-14,4,backpack
10,137.84,2013-05-14,4,binder
1,16.25,2013-05-14,14,binder
3,17.43,2013-05-14,4,envelopes
4,5877.32,2013-05-14,4,laptop
8,226.77,2013-05-14,4,notepad
5,143.07,2013-05-14,4,pens
1,42.03,2013-05-14,4,printer paper
2,288.22,2013-05-15,6,backpack
4,754.8,2013-05-15,12,backpack
12,204.68,2013-05-15,6,binder
3,62.22,2013-05-15,15,binder
10,107.5,2013-05-15,2,binder
9,127.62,2013-05-15,12,binder
9,103.8,2013-05-15,6,envelopes
1,16.06,2013-05-15,15,envelopes
7,110.46,2013-05-15,12,envelopes
1,896.73,2013-05-15,4,laptop
1,1337.46,2013-05-15,2,laptop
1,1164.98,2013-05-15,6,laptop
2,17.58,2013-05-15,12,notepad
2,32.44,2013-05-15,15,notepad
1,23.14,2013-05-15,6,notepad
1,21.01,2013-05-15,2,notepad
1,45.13,2013-05-15,6,pens
3,189.93,2013-05-15,2,pens
4,65.56,2013-05-15,4,pens
1,28.73,2013-05-16,9,binder
7,160.72,2013-05-16,5,envelopes
2,2029.06,2013-05-16,9,laptop
5,130.65,2013-05-16,9,notepad
1,70.53,2013-05-16,9,pens
9,373.14,2013-05-16,5,printer paper
1,104.39,2013-05-18,12,backpack
17,246.07,2013-05-18,2,binder
6,153.06,2013-05-18,12,binder
11,192.94,2013-05-18,12,envelopes
5,7248.35,2013-05-18,2,laptop
2,2357.78,2013-05-18,12,laptop
